番号,26,
名前,四国めたん,
呼び名,めたん,
基礎,HP,4500
基礎,MP,3500
基礎,EP,9000
基礎,CP,1000
素質,処女,
素質,気丈,
素質,ツンデレ,
素質,解放,
素質,恥じらい,
素質,針さばき,
素質,調合知識,
素質,Ｂ感度,1,
素質,Ｃ感度,1,
素質,月光浴,
素質,綺麗好き,
素質,禁断の知識,
相性,4,140 ;ずん
相性,8,140 ;きり
相性,16,140 ;いたこ
相性,26,140 ;めたん
能力,戦闘素質,60
能力,速度,50
;性格(1) -40以下:超弱気 -20以下:弱気 19以下:普通 39以下:強気 40以上:超強気
フラグ,12,0
;性格(2) (1 おせっかい 2 おてんば 3 がんこもの 4 がんばりや 5 きれもの 6 くろうにん 7 しあわせもの 8 セクシーギャル 9 ぬけめがない 10 ねっけつかん 11 のんきもの 12 ひっこみじあん 13 やさしいひと 14 わがまま 15 ふつう)
フラグ,100,13
;口調 (0:ですね 1:だね 2:だな 3:だわ 4:ですわ 5:や 6:だぜ 7:だぞ 8:なのだ)
フラグ,108,4


;キャラ情報(CSTR)
CSTR,二つ名,VOICEVOX
CSTR,登場名,四国めたん
CSTR,ローマ字,Shikoku Metan

;呼び方リスト(CSTR)
CSTR,基本敬称,基本_呼び名さん
CSTR,呼び方リスト,月読ショウタ_ショウタくん/月読アイ_アイちゃん/弦巻マキ_マキちゃん/結月ゆかり_ゆかりさん/東北ずん子_ずんちゃん/琴葉茜_茜ちゃん/琴葉葵_葵ちゃん/水奈瀬コウ_コウさん/京町セイカ_セイカさん/東北きりたん_きりたんちゃん/紲星あかり_あかり/東北イタコ_イタコさん/桜乃そら_そらさん/役ついな_ついなちゃん/伊織弓鶴_弓鶴さん/さとうささら_ささらちゃん/すずきつづみ_つづみちゃん/タカハシ_タカハシさん/ＯＮＥ_ＯＮＥちゃん/ＩＡ_ＩＡさん/ギャラ子_ギャラ子さん/音街ウナ_ウナちゃん/鳴花ヒメ_ヒメちゃん/鳴花ミコト_ミコトちゃん/flower_花さん/あなた_マスター
